minang,clean_text,label
"karano kagiatan politiknyo tu, pamarentah kolonial inggirih mamanjaroannya di outram road pado 18 ag",karano kagiatan politiknyo tu pamarentah kolonial inggirih mamanjaroannya di outram road pado ag,neutral
amphiceratodon adolah kumbang dari famili scarabaeidae,amphiceratodon adolah kumbang dari famili scarabaeidae,neutral
biasonyo badikia dimainan dek pamain dikia jo mamakai alaik barupo rabano nan tabuek dari kulik jawi,biasonyo badikia dimainan dek pamain dikia jo mamakai alaik barupo rabano nan tabuek dari kulik jawi,negative
"njoo maningga pado 7 januari 2008 akibaik pengerasan hati, diperparah saaik njoo terjatuh saaik mela",njoo maningga pado januari akibaik pengerasan hati diperparah saaik njoo terjatuh saaik mela,negative
"sapanjang kariernyo sabagai palukih, nurdin alah maadoan pameran di palembang, surabaya, jakarta, sa",sapanjang kariernyo sabagai palukih nurdin alah maadoan pameran di palembang surabaya jakarta sa,neutral
satasiun televisi al jazeera barasal dari qatar dan didukuang dek emir qatar,satasiun televisi al jazeera barasal dari qatar dan didukuang dek emir qatar,neutral
surai ko marupoan bangunan ibadah umaik muslim tatuo di solok selatan,surai ko marupoan bangunan ibadah umaik muslim tatuo di solok selatan,neutral
biasonyo biji kakao digunoan dalam upacara-upacara kaagamaan dan sabagai hadiah,biasonyo biji kakao digunoan dalam upacara upacara kaagamaan dan sabagai hadiah,neutral
2006 lc adolah sabuah asteroid, lc adolah sabuah asteroid,negative
adapun panomoran halaman majalah untuak ciek tahun panarbitan nomor halaman taruih basambuang satiok,adapun panomoran halaman majalah untuak ciek tahun panarbitan nomor halaman taruih basambuang satiok,neutral
dan sabagian dari mareka adolah urang-urang nan dikana sabagai urang rupik palarian dari daerah sung,dan sabagian dari mareka adolah urang urang nan dikana sabagai urang rupik palarian dari daerah sung,negative
"untuak tujuan administratif, surau dibedaan manjadi surau gadang jo surau ketek",untuak tujuan administratif surau dibedaan manjadi surau gadang jo surau ketek,neutral
"gandhi acok mangecekan kalau nilai-nilai ajarannyo sangaik sadarano, nan badasaran kapicayoan hindu ",gandhi acok mangecekan kalau nilai nilai ajarannyo sangaik sadarano nan badasaran kapicayoan hindu ,negative
"akhianya abdul muluk tibo di ban, lalu jatuah cinto  jo putri sultan ban, siti rafiah",akhianya abdul muluk tibo di ban lalu jatuah cinto jo putri sultan ban siti rafiah,neutral
"sistem operasi mangarajoan sadolah tugas-tugas pantiang dalam komputer, jo manjamin aplikasi-aplikas",sistem operasi mangarajoan sadolah tugas tugas pantiang dalam komputer jo manjamin aplikasi aplikas,neutral
"sejak kanak, di sd, inyo alah tertarik pado kehidupan politik, lewat koran-koran nan rajin dibacanya",sejak kanak di sd inyo alah tertarik pado kehidupan politik lewat koran koran nan rajin dibacanya,positive
"tampek ko dinamoi dari ""sungai batu"", nan mangalia malalui bukik",tampek ko dinamoi dari sungai batu nan mangalia malalui bukik,neutral
"nagari iko talatak di dakek batusangka, ibu koto dari kabupaten tanah datar",nagari iko talatak di dakek batusangka ibu koto dari kabupaten tanah datar,neutral
pado tanggal 11 juli 1955 syarifah basamo kawan-kawannyo mandirian yayasan panti wanita trisula perw,pado tanggal juli syarifah basamo kawan kawannyo mandirian yayasan panti wanita trisula perw,neutral
institut teknologi telkom sabalumnyo adolah sikolah tinggi teknologi telkom (stt telkom),institut teknologi telkom sabalumnyo adolah sikolah tinggi teknologi telkom stt telkom ,neutral
"kamudian, teori-teori lain mulai bamunculan",kamudian teori teori lain mulai bamunculan,neutral
"mauritius adolah sabuah nagara kapulauan di barat daya samudra hindia, sakita 900 km sabalah timur m",mauritius adolah sabuah nagara kapulauan di barat daya samudra hindia sakita km sabalah timur,neutral
"manchester talatak di kawasan pakotaan manchester raya, nan marupokan kawasan pakotaan tagadang kati",manchester talatak di kawasan pakotaan manchester raya nan marupokan kawasan pakotaan tagadang kati,neutral
inyo pernah manjabat rektor universitas andalas dari taun 1993 - 1997,inyo pernah manjabat rektor universitas andalas dari taun ,neutral
fahmi luluih dari fakultas ekonomi universitas indonesia pado taun 1969,fahmi luluih dari fakultas ekonomi universitas indonesia pado taun ,neutral
bateh timurnyo masih alun jaleh dek pamisahan banua ko surang diawali dek faktor budayo tadi,bateh timurnyo masih alun jaleh dek pamisahan banua ko surang diawali dek faktor budayo tadi,negative
"festival cak durasim ko biasonyo diadoan di gaduang cak durasim, surabaya",festival cak durasim ko biasonyo diadoan di gaduang cak durasim surabaya,neutral
"baalasan pulo karano kamampuan jo jasonyo sabagai ulama, tokoh pandidikan sarato politikus islam di ",baalasan pulo karano kamampuan jo jasonyo sabagai ulama tokoh pandidikan sarato politikus islam di ,neutral
"said jenie adolah salah surang tokoh pantiang di baliak kasuksesan panarbangan n-250, kapa tabang ko",said jenie adolah salah surang tokoh pantiang di baliak kasuksesan panarbangan kapa tabang ko,negative
pado 12 juni yeltsin dipiliah sabagai presiden republik sosialis soviet rusia nan dibantuak manjadi ,pado juni yeltsin dipiliah sabagai presiden republik sosialis soviet rusia nan dibantuak manjadi ,neutral
keluarga itu hanyo tingga sabanta di sri temasek pado tahun 1965 dek alasan kaamanan sangkek singapu,keluarga itu hanyo tingga sabanta di sri temasek pado tahun dek alasan kaamanan sangkek singapu,negative
"namun, katigo muridnyo itu saliang basealisiah manuruik paham masiang-masiang",namun katigo muridnyo itu saliang basealisiah manuruik paham masiang masiang,negative
suryadi suryadarma sabagai pandiri dan bapak auri  indak hanyo berperan dalam mangambangkan dunia d,suryadi suryadarma sabagai pandiri dan bapak auri indak hanyo berperan dalam mangambangkan dunia,neutral
"di maso akhia hiduiknyo, ateh bantuan d",di maso akhia hiduiknyo ateh bantuan,neutral
pado era itulah pelajar yang mamakai saragam putiah abua-abua dengan bangga manyabuik dirinyo sabaga,pado era itulah pelajar yang mamakai saragam putiah abua abua dengan bangga manyabuik dirinyo sabaga,positive
"aua duri no.3a padang jo dimakamkan di tpu tungguitam, padang",aua duri no 3a padang jo dimakamkan di tpu tungguitam padang,neutral
90 siswa tasabuik barasa dari babagai daerah di indonesia dan 30 urang di antaronyo adolah mahasiswa, siswa tasabuik barasa dari babagai daerah di indonesia dan urang di antaronyo adolah mahasiswa,neutral
model-model boneka matryoshka dapek bavariasi sabagai contoh bantuak gadih patani babaju tradisional,model model boneka matryoshka dapek bavariasi sabagai contoh bantuak gadih patani babaju tradisional,neutral
"kini ko, smp negeri 8 padang bastatus sikolah binaanpamarintah kota padang",kini ko smp negeri padang bastatus sikolah binaanpamarintah kota padang,neutral
"sabaliaknyo materialisme maanggok roh adolah kajadian dari benda, jadi indak samo nilainyo jo benda",sabaliaknyo materialisme maanggok roh adolah kajadian dari benda jadi indak samo nilainyo jo benda,negative
"di padang, palai bada dijua basamo olahan palai atau pepes lainnyo sarato olahan dari sagu khas nan ",di padang palai bada dijua basamo olahan palai atau pepes lainnyo sarato olahan dari sagu khas nan ,positive
"dalam kitab kejadian 11:31 dikatokan, pado suatu maso kaluarga abraham bapindah dari ur ka?dim ka ha",dalam kitab kejadian dikatokan pado suatu maso kaluarga abraham bapindah dari you are ka dim ka ha,negative
"baliau maningga di pekanbaru, 29 mei 2013",baliau maningga di pekanbaru mei ,neutral
"dalam ramuan daun-daunan, dicampua saketek serpihan bahan-bahan pambuatan uma sarupo dari tiang atok",dalam ramuan daun daunan dicampua saketek serpihan bahan bahan pambuatan uma sarupo dari tiang atok,neutral
bahasa jo budayo indo-iran nan muncua pado budayo sintashta (lk,bahasa jo budayo indo iran nan muncua pado budayo sintashta lk,negative
"rusli abdul wahid adolah surang ulama, pajuang sarato politisi nan manjadi mantari sasudah indonesia",rusli abdul wahid adolah surang ulama pajuang sarato politisi nan manjadi mantari sasudah indonesia,neutral
inyo nan alah manjadi bini piaraan mandor baniek maninggakan kahidupan kuli kontrak nan barek jo hin,inyo nan alah manjadi bini piaraan mandor baniek maninggakan kahidupan kuli kontrak nan barek jo hin,negative
"adnan saidi dilaiaan di kampuang sungei ramal, kajang, selangor pado taun 1915",adnan saidi dilaiaan di kampuang sungei ramal kajang selangor pado taun ,neutral
laweh wilayah angola hampia duo kali laweh pulau borneo; menempati paringkek ka-22 sedunia (satalah ,laweh wilayah angola hampia duo kali laweh pulau borneo menempati paringkek ka sedunia satalah ,negative
"kebun tinggi marupoan salah satu desa nan talatak di kecamatan kampar kiri hulu, kabupaten kampar, p",kebun tinggi marupoan salah satu desa nan talatak di kecamatan kampar kiri hulu kabupaten kampar p,neutral
"iko tamasuak banyak dari afrika sub-sahara, asia, jo amerika latin",iko tamasuak banyak dari afrika sub sahara asia jo amerika latin,neutral
"kabupaten nagan raya adolah sabuah kabupaten di provinsi aceh, indonesia",kabupaten nagan raya adolah sabuah kabupaten di provinsi aceh indonesia,neutral
sajak liau masuak muhammadiyah pado taun 1986 alah banyak jabatan dalam organisasi nan dijalaninyo,sajak liau masuak muhammadiyah pado taun alah banyak jabatan dalam organisasi nan dijalaninyo,negative
"sabalun abaik ka-19, kimchi anyo dibuek dari sayuran asli korea karano sawi putiah dikana di korea p",sabalun abaik ka kimchi anyo dibuek dari sayuran asli korea karano sawi putiah dikana di korea,neutral
"di dalam nagari, klub alah mamanangkan duo puluah campeonato paulista, ciek copa do brasil, jo salap",di dalam nagari klub alah mamanangkan duo puluah campeonato paulista ciek copa do brasil jo salap,neutral
"kahidupan tumbuahan asli kabanyakan alah hilang, tapi babarapo bukik di dalam kota (talalu curam unt",kahidupan tumbuahan asli kabanyakan alah hilang tapi babarapo bukik di dalam kota talalu curam unt,negative
partunjukan dilakuan di malam hari biasonyo sasudah sholat isya,partunjukan dilakuan di malam hari biasonyo sasudah sholat isya,neutral
sistem informasi manajemen adolah kunci dari bidang nan manekankan finansial jo personal manajemen,sistem informasi manajemen adolah kunci dari bidang nan manekankan finansial jo personal manajemen,neutral
pado taun 1943 etnis tionghoa di kota ko panah mancapai 2.000 jiwa dari 10.000 jiwa total populasi m,pado taun etnis tionghoa di kota ko panah mancapai jiwa dari jiwa total populasi,neutral
samo jo sma pado umumnyo di indonesia maso pandidikan sikolah di sman 12 medan ditampuah dalam wakat,samo jo sma pado umumnyo di indonesia maso pandidikan sikolah di sman medan ditampuah dalam wakat,neutral
namo ilmiah spesies ko pertamo kali ditabik'an pado taun 1974 dek galiano,namo ilmiah spesies ko pertamo kali ditabik an pado taun dek galiano,negative
"salamo agresi militer balando ii, eny maungsi ka koto tinggi lalu manjabat sabagai dewan patahanan d",salamo agresi militer balando ii eny maungsi ka koto tinggi lalu manjabat sabagai dewan patahanan,neutral
"madrasah iko hiduik sampai taun 1914, kamudian diubah manjadi ""his adabiyah"" di taun 1915, dan manja",madrasah iko hiduik sampai taun kamudian diubah manjadi his adabiyah di taun dan manja,positive
"""karano sabagai gubernur acok ditodong untuak manyanyi, akhianyo ambo baraja manyanyi."" pado ramadha", karano sabagai gubernur acok ditodong untuak manyanyi akhianyo ambo baraja manyanyi pado ramadha,neutral
johnny pernah dipanjaro dek pihak panjajah karano sikapnyo nan indak namuah bakarajosamo jo pihak ba,johnny pernah dipanjaro dek pihak panjajah karano sikapnyo nan indak namuah bakarajosamo jo pihak ba,negative
hendra buana  adolah surang seniman indonesia nan baprofesi sabagai palukih,hendra buana adolah surang seniman indonesia nan baprofesi sabagai palukih,neutral
kecamatan timpeh tadiri dari babarapo kenagarian:,kecamatan timpeh tadiri dari babarapo kenagarian ,neutral
"afgan pernah digosipkan bapacaran jo thalita latief, agnes monica, mirasih tyas endah, eva celia lat",afgan pernah digosipkan bapacaran jo thalita latief agnes monica mirasih tyas endah eva celia lat,neutral
ronald wilson reagan  adolah presiden amerika sarikat (1981-1989) nan ka-40,ronald wilson reagan adolah presiden amerika sarikat nan ka ,neutral
"eksentrisitas orbit asteroid ko tacatat sagadang 0.409, samantaro magnitudo mutlaknyo adolah 25.8",eksentrisitas orbit asteroid ko tacatat sagadang samantaro magnitudo mutlaknyo adolah ,neutral
"malam ko dikatokan dalam alquran pado surah al-qadr, labiah ancak daripado saribu bulan",malam ko dikatokan dalam alquran pado surah al qadr labiah ancak daripado saribu bulan,negative
ibukoto kecamatan talatak d nagari surian tepatnya di jorong pincuran tujuah,ibukoto kecamatan talatak nagari surian tepatnya di jorong pincuran tujuah,neutral
namo ilmiah dari spesies ko partamo kali ditabik'an pado taun 1854 dek blackwall,namo ilmiah dari spesies ko partamo kali ditabik an pado taun dek blackwall,neutral
pulau punjung juo marupoan ibu kota dari kabupaten dharmasraya,pulau punjung juo marupoan ibu kota dari kabupaten dharmasraya,neutral
"katiko baumua 12 taun, nona ikuik kompetisi catua di kota batumi dan pamainannyo baasia manariak par",katiko baumua taun nona ikuik kompetisi catua di kota batumi dan pamainannyo baasia manariak par,neutral
panulih jo patualang alan villiers (19031982) mandokumentasikan kahidupan sahari-hari padagangan la,panulih jo patualang alan villiers mandokumentasikan kahidupan sahari hari padagangan la,neutral
"sacaro politik, istilah kashmir dijalehan sabagai wilayah nan labiah gadang nan tamasuak wilayah jam",sacaro politik istilah kashmir dijalehan sabagai wilayah nan labiah gadang nan tamasuak wilayah jam,neutral
nasi punjung dianggap sabagai makanan wajib nan mesti ado pado palaksanaan kagiatan nan bernuansa ad,nasi punjung dianggap sabagai makanan wajib nan mesti ado pado palaksanaan kagiatan nan bernuansa ad,positive
"pado november 1997, dirilis php/fi 2.0",pado november dirilis php fi ,neutral
"""afrika-amerika"", ""kulik hitam"" kini labiah acok digunokan, walau istilah ""afrika-amerika"" acok disa", afrika amerika kulik hitam kini labiah acok digunokan walau istilah afrika amerika acok disa,negative
"diumua 13, smith mamasuki universitas glasgow, di mano baliau baraja filosofi moral di bawah bimbian",diumua smith mamasuki universitas glasgow di mano baliau baraja filosofi moral di bawah bimbian,neutral
"pangumuman disampaikan di hadapan 8.000 panggembala hewan yak, biksu, patani, jo siswa padesaan pado",pangumuman disampaikan di hadapan panggembala hewan yak biksu patani jo siswa padesaan pado,neutral
"pado tanggal 15 november 2015 angel manikah jo rudy ming (""ming works""), saurang pangusaho mudo di b",pado tanggal november angel manikah jo rudy ming ming works saurang pangusaho mudo di,neutral
"sapanjang musim debutnyo, agüero taruih maagiah kontribusi bagi klub jo sumbangan golnyo di babagai ",sapanjang musim debutnyo aguero taruih maagiah kontribusi bagi klub jo sumbangan golnyo di babagai ,neutral
prestasi manonjolnyo nan sulik dilupoan warga adolah kabarasilan pangadaan aia barasiah untuak pandu,prestasi manonjolnyo nan sulik dilupoan warga adolah kabarasilan pangadaan aia barasiah untuak pandu,positive
samo jo sma pado umumnyo di indonesia maso pandidikan sikolah di sman 1 bengkulu ditampuah dalam wak,samo jo sma pado umumnyo di indonesia maso pandidikan sikolah di sman bengkulu ditampuah dalam wak,neutral
"istilah ""hyang"" dalam kabudayaan usali nusantara marujuak ka kabaradoan spiritual supernatural indak",istilah hyang dalam kabudayaan usali nusantara marujuak ka kabaradoan spiritual supernatural indak,neutral
"kabanyakan dari panduduak hong kong nan babahaso kanton barasa dari provinsi guangdong , di mano pan",kabanyakan dari panduduak hong kong nan babahaso kanton barasa dari provinsi guangdong di mano pan,neutral
"parusahaan tu adolah organisasi otomotif nan bakarakter progresif, nan didirian pado tanggal 23 apri",parusahaan tu adolah organisasi otomotif nan bakarakter progresif nan didirian pado tanggal apri,neutral
akibaik tulisan iko inyo ditangkok ateh pasatujuan gubernur jenderal idenburg jo ka diasiangan ka pu,akibaik tulisan iko inyo ditangkok ateh pasatujuan gubernur jenderal idenburg jo ka diasiangan ka pu,neutral
kasenian batombe bamulo dari tradisi mambangun rumah gadang,kasenian batombe bamulo dari tradisi mambangun rumah gadang,neutral
ilmu ko diberikan supayo satiok murid pandai dan mampu mamakai sanjato di area laga,ilmu ko diberikan supayo satiok murid pandai dan mampu mamakai sanjato di area laga,positive
redaksi manarimo karangan dari para perempuan,redaksi manarimo karangan dari para perempuan,neutral
"malalui organisasi indonesia muda, yamin mandasak supayo bahaso indonesia dijadian sabagai alat pasa",malalui organisasi indonesia muda yamin mandasak supayo bahaso indonesia dijadian sabagai alat pasa,neutral
sri mulyani mandapaikan gala dari universitas indonesia pado 1986,sri mulyani mandapaikan gala dari universitas indonesia pado ,neutral
php dapek digunoan untuak mambangun sabuah cms,php dapek digunoan untuak mambangun sabuah cms,negative
pambuekan kaco adolah salah satu kagunoan penting dalam natrium karbonat,pambuekan kaco adolah salah satu kagunoan penting dalam natrium karbonat,neutral
"fauzi bahar, msi nan katiko tu wali kota padang, jo surang ekonom endang irzal, mba",fauzi bahar msi nan katiko tu wali kota padang jo surang ekonom endang irzal mba,neutral
raja ali haji menyatokan diri sabagai pengarang dalam sureknyo untuak roorda van eysinga,raja ali haji menyatokan diri sabagai pengarang dalam sureknyo untuak roorda van eysinga,neutral
allah maagiah kalian kamudahan dan indak mainginkan kasusahan untuak kalian,allah maagiah kalian kamudahan dan indak mainginkan kasusahan untuak kalian,negative
"pada bulan oktober 1945, abdullah turut mendirikan parti kebangsaan melayu mudo (pkmm) basamo burhan",pada bulan oktober abdullah turut mendirikan parti kebangsaan melayu mudo pkmm basamo burhan,neutral
alvon dipacayo manjabat katua badan pakarajo yayasan limbago bantuan hukum indonesia (ylbhi) pariode,alvon dipacayo manjabat katua badan pakarajo yayasan limbago bantuan hukum indonesia ylbhi pariode,neutral
"bicaz adolah sabuah kota nan ado di county neam?, rumania",bicaz adolah sabuah kota nan ado di county neam rumania,neutral
"sabalunnyo, pks barencana mausuang trinda farhan satria jo alah gencar manyosialisasian sabagai calo",sabalunnyo pks barencana mausuang trinda farhan satria jo alah gencar manyosialisasian sabagai calo,negative
<onlyinclude> </onlyinclude>, ,positive
"manuruik panalitian yang alah dilakuan dek panaliti di desa lingga, tadapek sajumlah ornamen yang ma",manuruik panalitian yang alah dilakuan dek panaliti di desa lingga tadapek sajumlah ornamen yang ma,neutral
kapa-kapa portugis balayar lewaik tanjung harapan di afrika inggo sampai di india pado taun 1498,kapa kapa portugis balayar lewaik tanjung harapan di afrika inggo sampai di india pado taun ,negative
dalam rilis iko disertakan juo modul-modul ekstensi nan maningkekan kamampuan php/fi sacaro signifik,dalam rilis iko disertakan juo modul modul ekstensi nan maningkekan kamampuan php fi sacaro signifik,neutral
"dari laweh tasabuik, labiah dari 26,5% atau sakita 72,47 km² marupoan kawasan pabukikan nan ditutuik",dari laweh tasabuik labiah dari atau sakita km2 marupoan kawasan pabukikan nan ditutuik,negative
"pado taun 2000, lalu linteh kandaran antaro sumatra barat jo riau alah mancapai antaro 9.000 sampai ",pado taun lalu linteh kandaran antaro sumatra barat jo riau alah mancapai antaro sampai ,neutral
"katiko tu di sumatera selatan alah tabentuak """"dewan gajah"""" nan dipimpin dek letkol barlian",katiko tu di sumatera selatan alah tabentuak dewan gajah nan dipimpin dek letkol barlian,neutral
"karier politiknyo makin mananjak sarato barhasil manjadi pangurus gadang """"parhimpunan pamuda indone",karier politiknyo makin mananjak sarato barhasil manjadi pangurus gadang parhimpunan pamuda indone,negative
"djohan adolah putra minangkabau asa koto gadang, agam, sumatera barat",djohan adolah putra minangkabau asa koto gadang agam sumatera barat,neutral
"pamarintah inggirih alah manyatujui dana sabanyak £ 6,051.939 - £ 2,232.882 untuak mambangun baliak ",pamarintah inggirih alah manyatujui dana sabanyak untuak mambangun baliak ,positive
"sikolah iko baalamaik di jalan khatib sulaiman, babarapo puluah meter ka dari simpang santur",sikolah iko baalamaik di jalan khatib sulaiman babarapo puluah meter ka dari simpang santur,neutral
"dalam ampek halaman satiok edisinyo, ""sunting melayu"" marekam diskusi jo perdebatan perempuan hindia",dalam ampek halaman satiok edisinyo sunting melayu marekam diskusi jo perdebatan perempuan hindia,neutral
naskah film ko ditulih jo sakaligus disutradarai jo gregor schimidinger,naskah film ko ditulih jo sakaligus disutradarai jo gregor schimidinger,neutral
"satahun kamudian, inyo di picayo sabagai pamimpin proyeksi panerbitan serambi indonesia di banda ace",satahun kamudian inyo di picayo sabagai pamimpin proyeksi panerbitan serambi indonesia di banda ace,neutral
jalan raya surade - sagaranten di sukabumi manjadi salah satu prioritas perbaikan infrastruktur jala,jalan raya surade sagaranten di sukabumi manjadi salah satu prioritas perbaikan infrastruktur jala,neutral
zaini  adolah surang tokoh palukih indonesia nan produktif,zaini adolah surang tokoh palukih indonesia nan produktif,neutral
"pado 13 mei 2014, sumatera barat manarimo opini wajar tanpo pangacualian (wtp) dari bpk tahadap lapo",pado mei sumatera barat manarimo opini wajar tanpo pangacualian wtp dari bpk tahadap lapo,neutral
salah satu hal pantiang nan dijawek jo teknik telekomunikasi adolah bagaimano caro mangodekan inform,salah satu hal pantiang nan dijawek jo teknik telekomunikasi adolah bagaimano caro mangodekan inform,negative
"pado taun 1986, di bawah asuahan menejer benny mulyono jo pelatiah sinyo aliandoe, lasdi mampakuek s",pado taun di bawah asuahan menejer benny mulyono jo pelatiah sinyo aliandoe lasdi mampakuek,negative
sasudah orde baru namo sayuti berkibar lai di kancah politik,sasudah orde baru namo sayuti berkibar lai di kancah politik,neutral
perihal ko manjadi salah ciek pamicu baa maria mandalami keilmuannyo walau pado dasarnyo maria indak,perihal ko manjadi salah ciek pamicu baa maria mandalami keilmuannyo walau pado dasarnyo maria indak,negative
"olahraga pacu kudo juo marupokan patunjukan nan paliang dituju dek masyarakaik kota ko, dan biaso sa",olahraga pacu kudo juo marupokan patunjukan nan paliang dituju dek masyarakaik kota ko dan biaso sa,neutral
"sma negeri 2 mamiliki banyak kegiatan ekstrakurikuler, di antaronyo,",sma negeri mamiliki banyak kegiatan ekstrakurikuler di antaronyo ,neutral
simpang ampek adolah sabuah kota kabupaten nan manjadi pusek pamarintahan kabupaten pasaman barat di,simpang ampek adolah sabuah kota kabupaten nan manjadi pusek pamarintahan kabupaten pasaman barat di,neutral
"pulo bandring adolah marupoan sabuah kecamatan nan ado di kabupaten asahan, provinsi sumatera utara,",pulo bandring adolah marupoan sabuah kecamatan nan ado di kabupaten asahan provinsi sumatera utara ,neutral
"catatan tarakia nan takonfirmasi iolah pado taun 1989, yaitu kutiko ditamuannyo kulik ciek individu ",catatan tarakia nan takonfirmasi iolah pado taun yaitu kutiko ditamuannyo kulik ciek individu ,negative
seni bela diri iko kadang-kadang ditampilkan pado acaro-acaro patunjuakan nan biasonyo diiriangi jo ,seni bela diri iko kadang kadang ditampilkan pado acaro acaro patunjuakan nan biasonyo diiriangi jo ,positive
"hal nan samo tajadi di jerman, di mano gareja-gareja protestan (sabagian gadang non-episkopal) nan b",hal nan samo tajadi di jerman di mano gareja gareja protestan sabagian gadang non episkopal nan,neutral
"keju sangaik bamanfaat karano kayo ka protein, tarutamo bagi anak ketek, karano mareka mambutuahan p",keju sangaik bamanfaat karano kayo ka protein tarutamo bagi anak ketek karano mareka mambutuahan,positive
pulau pasumpahan barado sakita 200 meter dari pulau sikuai,pulau pasumpahan barado sakita meter dari pulau sikuai,neutral
"katiko harian itu dibreidel panguaso orde baru, yozar pindah ka majalah kartini",katiko harian itu dibreidel panguaso orde baru yozar pindah ka majalah kartini,neutral
"ayahnyo adolah umar thalib, saurang madura katurunan yaman, saurang veteran parang jo saurang guru d",ayahnyo adolah umar thalib saurang madura katurunan yaman saurang veteran parang jo saurang guru,neutral
surabaya marupokan kota paliang gadang kaduo di indonesia sasudah jakarta,surabaya marupokan kota paliang gadang kaduo di indonesia sasudah jakarta,neutral
"foto-foto pacu jawi alah manarimo babagai panghargaan sarupo ""world press photo of the year"", ""hamda",foto foto pacu jawi alah manarimo babagai panghargaan sarupo world press photo of the year hamda,neutral
kapulauan langkawi talatak di sabalah barat nagara bagian kedah jo perlis sarato di sabalah utara na,kapulauan langkawi talatak di sabalah barat nagara bagian kedah jo perlis sarato di sabalah utara na,neutral
pado periode nan samo pulo perti mamutuihan untuak manjadikan organisasinyo suatu partai politik sur,pado periode nan samo pulo perti mamutuihan untuak manjadikan organisasinyo suatu partai politik sur,negative
"pluto"" adolah spesies labah tagadang nan pernah dideskripsian jo masih hiduik",pluto adolah spesies labah tagadang nan pernah dideskripsian jo masih hiduik,neutral
"bahkan kalau kauntuangan sampai kosong ""harga natural"", mako akan ado insentif untuak mamproduksi ba",bahkan kalau kauntuangan sampai kosong harga natural mako akan ado insentif untuak mamproduksi ba,neutral
jo rabab iko dapek tasaluakan bakaik musik saurang,jo rabab iko dapek tasaluakan bakaik musik saurang,negative
"di mudiak nagari mahat (maek), kecamatan suliki gunung mas, banyak tasuo paninggalan kabudayaan mega",di mudiak nagari mahat maek kecamatan suliki gunung mas banyak tasuo paninggalan kabudayaan mega,neutral
"pado patandingan tim pria, inyo dipasangkan jo komet akbar dan mamanangkan tim dari balando dan ceko",pado patandingan tim pria inyo dipasangkan jo komet akbar dan mamanangkan tim dari balando dan ceko,neutral
sawakatu masih tagabuang dalam cherrybelle devi marupoan anggota tarakhia nan dipiliah basamo jo gig,sawakatu masih tagabuang dalam cherrybelle devi marupoan anggota tarakhia nan dipiliah basamo jo gig,neutral
inyo manakankan pandidikan babasis alquran jo mancanangkan padang sabagai kota panghafal alquran,inyo manakankan pandidikan babasis alquran jo mancanangkan padang sabagai kota panghafal alquran,negative
"pelajar indonesia partamo nan manggunokannyo iolah suwardi suryaningrat (ki hajar dewantara), iyolah",pelajar indonesia partamo nan manggunokannyo iolah suwardi suryaningrat ki hajar dewantara iyolah,neutral
"kato-kato nan dipasan tasabuik di ateh indak buliah dipakai sabagai namo variable, class, enum, macr",kato kato nan dipasan tasabuik di ateh indak buliah dipakai sabagai namo variable class enum macr,neutral
"manuruik sumber tantang mutiaro, taluak parsia adolah tampek taancak untuak mutiaro",manuruik sumber tantang mutiaro taluak parsia adolah tampek taancak untuak mutiaro,neutral
film nan disutradarai dek asrul sani sarato dibintangi aedy moward jo ismed m,film nan disutradarai dek asrul sani sarato dibintangi aedy moward jo ismed,neutral
"kabaradaannyo tasebar di sumatra, tarutamo di bengkulu",kabaradaannyo tasebar di sumatra tarutamo di bengkulu,neutral
"1, tatapi kamudian direlokasi ka lokasi kini karano bangunan sikolah nan lamo rusak berat akibaik ge", tatapi kamudian direlokasi ka lokasi kini karano bangunan sikolah nan lamo rusak berat akibaik ge,negative
"korong gadang adolah salah satu kelurahan nan talata di kecamatan kuranji, padang, sumatera barat, i",korong gadang adolah salah satu kelurahan nan talata di kecamatan kuranji padang sumatera barat i,neutral
syarifah mamimpin sakola de meisjes vervolg school (sakola lanjutan untuak anak padusi) sabagai kapa,syarifah mamimpin sakola de meisjes vervolg school sakola lanjutan untuak anak padusi sabagai kapa,neutral
"prosesor benam menguasai kelakuan pangkakeh sarupo itu nan labiah mudah, mambolehan kelakuan kontrol",prosesor benam menguasai kelakuan pangkakeh sarupo itu nan labiah mudah mambolehan kelakuan kontrol,negative
"nagari ko talatak di dakek batusangkar, ibu oto dari kabupaten tanah datar",nagari ko talatak di dakek batusangkar ibu oto dari kabupaten tanah datar,neutral
"kabupaten natuna adolah sabuah kabupaten nang ado di provinsi kapulauan riau, indonesia",kabupaten natuna adolah sabuah kabupaten nang ado di provinsi kapulauan riau indonesia,neutral
"02/kep/bpp/2008, batangga 2 juli 2008, di mano ibu kota kabupaten padang pariaman dipindahan dari [.", kep bpp batangga juli di mano ibu kota kabupaten padang pariaman dipindahan dari ,neutral
kota ko juo marupoan tujuan wisata utamo dan pintu masuak nan populer bagi palancong nan mangunjuang,kota ko juo marupoan tujuan wisata utamo dan pintu masuak nan populer bagi palancong nan mangunjuang,positive
carinefferia concinnata adolah saikua langau dari famili asilidae,carinefferia concinnata adolah saikua langau dari famili asilidae,neutral
spesies ko juo marupokan bagian dari genus eurymorion dan ordo araneae,spesies ko juo marupokan bagian dari genus eurymorion dan ordo araneae,neutral
"ateh kabijakannyo tu, baliau dikritik dek banyak anggota dpr",ateh kabijakannyo tu baliau dikritik dek banyak anggota dpr,negative
